"","ensembl_gene_id_version","mgi_id","mgi_symbol","chromosome_name","strand","start_position","end_position","description","gene_biotype"
"33175","ENSMUSG00000020128.16","MGI:2178798","Vps54","11",1,21189281,21271136,"VPS54 GARP complex subunit [Source:MGI Symbol;Acc:MGI:2178798]","protein_coding"
"33179","ENSMUSG00000001891.17","MGI:2183447","Ugp2","11",-1,21271138,21321201,"UDP-glucose pyrophosphorylase 2 [Source:MGI Symbol;Acc:MGI:2183447]","protein_coding"
"33184","ENSMUSG00000020321.17","MGI:97051","Mdh1","11",-1,21506692,21522367,"malate dehydrogenase 1, NAD (soluble) [Source:MGI Symbol;Acc:MGI:97051]","protein_coding"
"33186","ENSMUSG00000020319.10","MGI:2144467","Wdpcp","11",1,21522235,21848989,"WD repeat containing planar cell polarity effector [Source:MGI Symbol;Acc:MGI:2144467]","protein_coding"
"33190","ENSMUSG00000005917.16","MGI:97450","Otx1","11",-1,21944764,21952897,"orthodenticle homeobox 1 [Source:MGI Symbol;Acc:MGI:97450]","protein_coding"
"33191","ENSMUSG00000042302.15","MGI:2667252","Ehbp1","11",-1,21955828,22292292,"EH domain binding protein 1 [Source:MGI Symbol;Acc:MGI:2667252]","protein_coding"
"33195","ENSMUSG00000049904.8","MGI:2144205","Tmem17","11",1,22462088,22469234,"transmembrane protein 17 [Source:MGI Symbol;Acc:MGI:2144205]","protein_coding"
"33200","ENSMUSG00000056579.19","MGI:2144114","Tug1","11",-1,3589785,3599673,"taurine upregulated gene 1 [Source:MGI Symbol;Acc:MGI:2144114]","protein_coding"
"33205","ENSMUSG00000034543.16","MGI:1921772","Morc2a","11",1,3599191,3640477,"microrchidia 2A [Source:MGI Symbol;Acc:MGI:1921772]","protein_coding"
"33211","ENSMUSG00000057113.14","MGI:106184","Npm1","11",-1,33102287,33113206,"nucleophosmin 1 [Source:MGI Symbol;Acc:MGI:106184]","protein_coding"
"33213","ENSMUSG00000040610.8","MGI:1351209","Tlx3","11",-1,33150752,33153589,"T cell leukemia, homeobox 3 [Source:MGI Symbol;Acc:MGI:1351209]","protein_coding"
"33216","ENSMUSG00000035455.13","MGI:1890648","Fignl1","11",-1,11737431,11758962,"fidgetin-like 1 [Source:MGI Symbol;Acc:MGI:1890648]","protein_coding"
"33217","ENSMUSG00000018654.19","MGI:1342540","Ikzf1","11",1,11634980,11722926,"IKAROS family zinc finger 1 [Source:MGI Symbol;Acc:MGI:1342540]","protein_coding"
"33223","ENSMUSG00000036644.16","MGI:1924045","Tbc1d9b","11",1,50022223,50063612,"TBC1 domain family, member 9B [Source:MGI Symbol;Acc:MGI:1924045]","protein_coding"
"33224","ENSMUSG00000020381.11","MGI:1915317","Mrnip","11",1,50065271,50090942,"MRN complex interacting protein [Source:MGI Symbol;Acc:MGI:1915317]","protein_coding"
"33225","ENSMUSG00000015837.16","MGI:107931","Sqstm1","11",-1,50090193,50101654,"sequestosome 1 [Source:MGI Symbol;Acc:MGI:107931]","protein_coding"
"33226","ENSMUSG00000036620.15","MGI:2143974","Mgat4b","11",1,50101717,50125930,"mannoside acetylglucosaminyltransferase 4, isoenzyme B [Source:MGI Symbol;Acc:MGI:2143974]","protein_coding"
"33228","ENSMUSG00000020377.16","MGI:107498","Ltc4s","11",-1,50127288,50129443,"leukotriene C4 synthase [Source:MGI Symbol;Acc:MGI:107498]","protein_coding"
"33229","ENSMUSG00000050567.17","MGI:1890504","Maml1","11",-1,50146461,50183138,"mastermind like transcriptional coactivator 1 [Source:MGI Symbol;Acc:MGI:1890504]","protein_coding"
"33230","ENSMUSG00000020368.16","MGI:88261","Canx","11",-1,50184788,50216500,"calnexin [Source:MGI Symbol;Acc:MGI:88261]","protein_coding"
"33232","ENSMUSG00000050087.5","MGI:1923903","Cby3","11",1,50248588,50250526,"chibby family member 3 [Source:MGI Symbol;Acc:MGI:1923903]","protein_coding"
"33234","ENSMUSG00000007850.17","MGI:1891925","Hnrnph1","11",1,50267817,50277355,"heterogeneous nuclear ribonucleoprotein H1 [Source:MGI Symbol;Acc:MGI:1891925]","protein_coding"
"33235","ENSMUSG00000020375.10","MGI:2429762","Rufy1","11",-1,50280113,50321952,"RUN and FYVE domain containing 1 [Source:MGI Symbol;Acc:MGI:2429762]","protein_coding"
"33241","ENSMUSG00000051650.12","MGI:1889505","B3gnt2","11",-1,22709738,22810961,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2 [Source:MGI Symbol;Acc:MGI:1889505]","protein_coding"
"33243","ENSMUSG00000098650.2","MGI:5547784","Commd1b","11",-1,22784744,22932090,"COMM domain containing 1B [Source:MGI Symbol;Acc:MGI:5547784]","protein_coding"
"33247","ENSMUSG00000051355.19","MGI:109474","Commd1","11",-1,22846136,22932382,"COMM domain containing 1 [Source:MGI Symbol;Acc:MGI:109474]","protein_coding"
"33248","ENSMUSG00000007739.11","MGI:104689","Cct4","11",1,22940519,22953780,"chaperonin containing TCP1 subunit 4 [Source:MGI Symbol;Acc:MGI:104689]","protein_coding"
"33249","ENSMUSG00000020383.2","MGI:96541","Il13","11",-1,53522151,53525529,"interleukin 13 [Source:MGI Symbol;Acc:MGI:96541]","protein_coding"
"33251","ENSMUSG00000020380.17","MGI:109292","Rad50","11",-1,53540346,53598146,"RAD50 double strand break repair protein [Source:MGI Symbol;Acc:MGI:109292]","protein_coding"
"33253","ENSMUSG00000036117.3","MGI:96557","Il5","11",1,53611621,53615933,"interleukin 5 [Source:MGI Symbol;Acc:MGI:96557]","protein_coding"
"33256","ENSMUSG00000018899.18","MGI:96590","Irf1","11",1,53660841,53669200,"interferon regulatory factor 1 [Source:MGI Symbol;Acc:MGI:96590]","protein_coding"
"33258","ENSMUSG00000018900.8","MGI:1329012","Slc22a5","11",-1,53755368,53782486,"solute carrier family 22 (organic cation transporter), member 5 [Source:MGI Symbol;Acc:MGI:1329012]","protein_coding"
"33262","ENSMUSG00000020359.14","MGI:1920197","Phykpl","11",1,51475584,51495316,"5-phosphohydroxy-L-lysine phospholyase [Source:MGI Symbol;Acc:MGI:1920197]","protein_coding"
"33263","ENSMUSG00000020358.18","MGI:1330294","Hnrnpab","11",-1,51490927,51497674,"heterogeneous nuclear ribonucleoprotein A/B [Source:MGI Symbol;Acc:MGI:1330294]","protein_coding"
"33264","ENSMUSG00000001056.4","MGI:1098547","Nhp2","11",1,51510562,51514541,"NHP2 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1098547]","protein_coding"
"33265","ENSMUSG00000001054.10","MGI:1913339","Rmnd5b","11",-1,51514498,51526723,"required for meiotic nuclear division 5 homolog B [Source:MGI Symbol;Acc:MGI:1913339]","protein_coding"
"33266","ENSMUSG00000001053.16","MGI:2442218","N4bp3","11",-1,51533890,51541669,"NEDD4 binding protein 3 [Source:MGI Symbol;Acc:MGI:2442218]","protein_coding"
"33267","ENSMUSG00000007777.10","MGI:1913300","Trappc2b","11",-1,51576213,51579701,"trafficking protein particle complex 2B [Source:MGI Symbol;Acc:MGI:1913300]","protein_coding"
"33268","ENSMUSG00000036391.17","MGI:1924621","Sec24a","11",-1,51583091,51654461,"SEC24 homolog A, COPII coat complex component [Source:MGI Symbol;Acc:MGI:1924621]","protein_coding"
"33270","ENSMUSG00000020386.6","MGI:1913647","Sar1b","11",1,51654514,51682752,"secretion associated Ras related GTPase 1B [Source:MGI Symbol;Acc:MGI:1913647]","protein_coding"
"33271","ENSMUSG00000020387.16","MGI:1924151","Jade2","11",-1,51704282,51748480,"jade family PHD finger 2 [Source:MGI Symbol;Acc:MGI:1924151]","protein_coding"
"33273","ENSMUSG00000020392.9","MGI:1261797","Cdkn2aipnl","11",1,51858488,51868161,"CDKN2A interacting protein N-terminal like [Source:MGI Symbol;Acc:MGI:1261797]","protein_coding"
"33274","ENSMUSG00000020390.13","MGI:102944","Ube2b","11",-1,51876324,51891589,"ubiquitin-conjugating enzyme E2B [Source:MGI Symbol;Acc:MGI:102944]","protein_coding"
"33277","ENSMUSG00000020469.9","MGI:107495","Myl7","11",-1,5846637,5848782,"myosin, light polypeptide 7, regulatory [Source:MGI Symbol;Acc:MGI:107495]","protein_coding"
"33278","ENSMUSG00000041798.16","MGI:1270854","Gck","11",-1,5850820,5900081,"glucokinase [Source:MGI Symbol;Acc:MGI:1270854]","protein_coding"
"33279","ENSMUSG00000002741.10","MGI:1927550","Ykt6","11",1,5905693,5917780,"YKT6 v-SNARE homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1927550]","protein_coding"
"33280","ENSMUSG00000053838.15","MGI:2144158","Nudcd3","11",-1,6055691,6150415,"NudC domain containing 3 [Source:MGI Symbol;Acc:MGI:2144158]","protein_coding"
"33282","ENSMUSG00000020447.6","MGI:2685089","Npc1l1","11",-1,6161013,6180143,"NPC1 like intracellular cholesterol transporter 1 [Source:MGI Symbol;Acc:MGI:2685089]","protein_coding"
"33284","ENSMUSG00000004393.11","MGI:1277172","Ddx56","11",-1,6208919,6217772,"DEAD box helicase 56 [Source:MGI Symbol;Acc:MGI:1277172]","protein_coding"
"33285","ENSMUSG00000004394.13","MGI:1915070","Tmed4","11",-1,6220369,6224870,"transmembrane p24 trafficking protein 4 [Source:MGI Symbol;Acc:MGI:1915070]","protein_coding"
"33287","ENSMUSG00000020456.18","MGI:1098267","Ogdh","11",1,6241633,6306642,"oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide) [Source:MGI Symbol;Acc:MGI:1098267]","protein_coding"
"33288","ENSMUSG00000041164.16","MGI:106374","Zmiz2","11",1,6339074,6356158,"zinc finger, MIZ-type containing 2 [Source:MGI Symbol;Acc:MGI:106374]","protein_coding"
"33290","ENSMUSG00000071866.13","MGI:97749","Ppia","11",1,6365443,6369817,"peptidylprolyl isomerase A [Source:MGI Symbol;Acc:MGI:97749]","protein_coding"
"33291","ENSMUSG00000041126.17","MGI:1924855","H2az2","11",-1,6377229,6394443,"H2A.Z histone variant 2 [Source:MGI Symbol;Acc:MGI:1924855]","protein_coding"
"33295","ENSMUSG00000094483.3","MGI:1338779","Purb","11",-1,6417599,6425917,"purine rich element binding protein B [Source:MGI Symbol;Acc:MGI:1338779]","protein_coding"
"33297","ENSMUSG00000020437.13","MGI:1927091","Myo1g","11",-1,6456548,6470965,"myosin IG [Source:MGI Symbol;Acc:MGI:1927091]","protein_coding"
"33301","ENSMUSG00000020412.17","MGI:1922702","Ascc2","11",1,4587747,4635699,"activating signal cointegrator 1 complex subunit 2 [Source:MGI Symbol;Acc:MGI:1922702]","protein_coding"
"33302","ENSMUSG00000059534.9","MGI:1913402","Uqcr10","11",-1,4651973,4654342,"ubiquinol-cytochrome c reductase, complex III subunit X [Source:MGI Symbol;Acc:MGI:1913402]","protein_coding"
"33303","ENSMUSG00000009076.11","MGI:1914428","Zmat5","11",1,4654678,4687669,"zinc finger, matrin type 5 [Source:MGI Symbol;Acc:MGI:1914428]","protein_coding"
"33304","ENSMUSG00000009075.3","MGI:2183437","Cabp7","11",-1,4686892,4696778,"calcium binding protein 7 [Source:MGI Symbol;Acc:MGI:2183437]","protein_coding"
"33307","ENSMUSG00000020297.11","MGI:1202070","Nsg2","11",1,31950463,32009202,"neuron specific gene family member 2 [Source:MGI Symbol;Acc:MGI:1202070]","protein_coding"
"33309","ENSMUSG00000020279.11","MGI:96564","Il9r","11",-1,32137541,32150279,"interleukin 9 receptor [Source:MGI Symbol;Acc:MGI:96564]","protein_coding"
"33310","ENSMUSG00000040767.12","MGI:1925622","Snrnp25","11",1,32155415,32158984,"small nuclear ribonucleoprotein 25 (U11/U12) [Source:MGI Symbol;Acc:MGI:1925622]","protein_coding"
"33311","ENSMUSG00000020282.19","MGI:104328","Rhbdf1","11",-1,32159585,32172300,"rhomboid 5 homolog 1 [Source:MGI Symbol;Acc:MGI:104328]","protein_coding"
"33312","ENSMUSG00000020287.16","MGI:97073","Mpg","11",1,32176505,32182700,"N-methylpurine-DNA glycosylase [Source:MGI Symbol;Acc:MGI:97073]","protein_coding"
"33313","ENSMUSG00000020481.16","MGI:1923639","Ankrd48","11",1,5519684,5639337,"ankyrin repeat domain 48 [Source:MGI Symbol;Acc:MGI:1923639]","protein_coding"
"33316","ENSMUSG00000020477.11","MGI:1928142","Mrps24","11",-1,5653983,5665680,"mitochondrial ribosomal protein S24 [Source:MGI Symbol;Acc:MGI:1928142]","protein_coding"
"33317","ENSMUSG00000049680.19","MGI:1919296","Urgcp","11",-1,5663417,5712376,"upregulator of cell proliferation [Source:MGI Symbol;Acc:MGI:1919296]","protein_coding"
"33319","ENSMUSG00000020476.15","MGI:700006","Dbnl","11",1,5738488,5750962,"drebrin-like [Source:MGI Symbol;Acc:MGI:700006]","protein_coding"
"33320","ENSMUSG00000020475.4","MGI:1933118","Pgam2","11",-1,5751640,5753733,"phosphoglycerate mutase 2 [Source:MGI Symbol;Acc:MGI:1933118]","protein_coding"
"33322","ENSMUSG00000020474.12","MGI:1860191","Polm","11",-1,5777860,5788016,"polymerase (DNA directed), mu [Source:MGI Symbol;Acc:MGI:1860191]","protein_coding"
"33323","ENSMUSG00000020473.14","MGI:1197012","Aebp1","11",1,5811947,5822088,"AE binding protein 1 [Source:MGI Symbol;Acc:MGI:1197012]","protein_coding"
"33324","ENSMUSG00000020471.12","MGI:1097163","Pold2","11",-1,5822180,5828292,"polymerase (DNA directed), delta 2, regulatory subunit [Source:MGI Symbol;Acc:MGI:1097163]","protein_coding"
"33325","ENSMUSG00000057897.16","MGI:88257","Camk2b","11",-1,5919644,6016362,"calcium/calmodulin-dependent protein kinase II, beta [Source:MGI Symbol;Acc:MGI:88257]","protein_coding"
"33326","ENSMUSG00000049811.18","MGI:1921123","Fam161a","11",1,22957531,22980788,"family with sequence similarity 161, member A [Source:MGI Symbol;Acc:MGI:1921123]","protein_coding"
"33329","ENSMUSG00000020290.16","MGI:2144013","Xpo1","11",1,23206055,23248249,"exportin 1 [Source:MGI Symbol;Acc:MGI:2144013]","protein_coding"
"33331","ENSMUSG00000020288.14","MGI:1916133","Ahsa2","11",-1,23437882,23448030,"AHA1, activator of heat shock protein ATPase 2 [Source:MGI Symbol;Acc:MGI:1916133]","protein_coding"
"33335","ENSMUSG00000042208.17","MGI:1918925","Sanbr","11",-1,23514961,23583631,"SANT and BTB domain regulator of CSR [Source:MGI Symbol;Acc:MGI:1918925]","protein_coding"
"33337","ENSMUSG00000020283.6","MGI:1919379","Pex13","11",-1,23596479,23615959,"peroxisomal biogenesis factor 13 [Source:MGI Symbol;Acc:MGI:1919379]","protein_coding"
"33338","ENSMUSG00000020280.13","MGI:1921717","Pus10","11",1,23615674,23682876,"pseudouridylate synthase 10 [Source:MGI Symbol;Acc:MGI:1921717]","protein_coding"
"33339","ENSMUSG00000020275.10","MGI:97897","Rel","11",-1,23686847,23720970,"reticuloendotheliosis oncogene [Source:MGI Symbol;Acc:MGI:97897]","protein_coding"
"33343","ENSMUSG00000020372.16","MGI:101849","Rack1","11",1,48691159,48697261,"receptor for activated C kinase 1 [Source:MGI Symbol;Acc:MGI:101849]","protein_coding"
"33347","ENSMUSG00000040365.15","MGI:2384814","Trim41","11",-1,48697231,48708180,"tripartite motif-containing 41 [Source:MGI Symbol;Acc:MGI:2384814]","protein_coding"
"33348","ENSMUSG00000078154.4","MGI:3652174","Cdk2ap1rt","11",-1,48716173,48717482,"cyclin dependent kinase 2 associated protein 1 retrotransposed [Source:MGI Symbol;Acc:MGI:3652174]","protein_coding"
"33349","ENSMUSG00000040350.17","MGI:2137353","Trim7","11",1,48716967,48743036,"tripartite motif-containing 7 [Source:MGI Symbol;Acc:MGI:2137353]","protein_coding"
"33351","ENSMUSG00000046879.8","MGI:107567","Irgm1","11",-1,48752795,48762510,"immunity-related GTPase family M member 1 [Source:MGI Symbol;Acc:MGI:107567]","protein_coding"
"33354","ENSMUSG00000078153.4","MGI:1341073","Psme2b","11",-1,48836181,48837017,"protease (prosome, macropain) activator subunit 2B [Source:MGI Symbol;Acc:MGI:1341073]","protein_coding"
"33356","ENSMUSG00000078922.10","MGI:98734","Tgtp1","11",-1,48876154,48884999,"T cell specific GTPase 1 [Source:MGI Symbol;Acc:MGI:98734]","protein_coding"
"33360","ENSMUSG00000040328.18","MGI:1333785","Or2v1","11",1,48941560,49026214,"olfactory receptor family 2 subfamily V member 1 [Source:MGI Symbol;Acc:MGI:1333785]","protein_coding"
"33361","ENSMUSG00000078921.4","MGI:3710083","Tgtp2","11",-1,48948021,48955033,"T cell specific GTPase 2 [Source:MGI Symbol;Acc:MGI:3710083]","protein_coding"
"33363","ENSMUSG00000078920.4","MGI:99448","Ifi47","11",1,48967414,48987801,"interferon gamma inducible protein 47 [Source:MGI Symbol;Acc:MGI:99448]","protein_coding"
"33364","ENSMUSG00000047511.7","MGI:3031230","Or2v2","11",-1,49000809,49005701,"olfactory receptor family 2 subfamily V member 2 [Source:MGI Symbol;Acc:MGI:3031230]","protein_coding"
"33365","ENSMUSG00000050763.5","MGI:3031229","Or2t26","11",1,49033101,49041280,"olfactory receptor family 2 subfamily T member 26 [Source:MGI Symbol;Acc:MGI:3031229]","protein_coding"
"33366","ENSMUSG00000048378.3","MGI:3031228","Or2o1","11",1,49045204,49053681,"olfactory receptor family 2 subfamily O member 1 [Source:MGI Symbol;Acc:MGI:3031228]","protein_coding"
"33367","ENSMUSG00000040283.15","MGI:2442439","Btnl9","11",-1,49056412,49077986,"butyrophilin-like 9 [Source:MGI Symbol;Acc:MGI:2442439]","protein_coding"
"33368","ENSMUSG00000046311.15","MGI:99662","Zfp62","11",1,49094119,49109643,"zinc finger protein 62 [Source:MGI Symbol;Acc:MGI:99662]","protein_coding"
"33369","ENSMUSG00000020346.17","MGI:96973","Mgat1","11",1,49135018,49153857,"mannoside acetylglucosaminyltransferase 1 [Source:MGI Symbol;Acc:MGI:96973]","protein_coding"
"33370","ENSMUSG00000059864.3","MGI:3031227","Or2y1g","11",1,49169131,49173596,"olfactory receptor family 2 subfamily Y member 1G [Source:MGI Symbol;Acc:MGI:3031227]","protein_coding"
"33371","ENSMUSG00000101750.4","MGI:3031226","Or2y1f","11",1,49176109,49186718,"olfactory receptor family 2 subfamily Y member 1F [Source:MGI Symbol;Acc:MGI:3031226]","protein_coding"
"33372","ENSMUSG00000100923.3","MGI:107598","Or2y1b","11",1,49195568,49210848,"olfactory receptor family 2 subfamily Y member 1B [Source:MGI Symbol;Acc:MGI:107598]","protein_coding"
"33373","ENSMUSG00000101874.3","MGI:3031225","Or2y1e","11",1,49213569,49220637,"olfactory receptor family 2 subfamily Y member 1E [Source:MGI Symbol;Acc:MGI:3031225]","protein_coding"
"33374","ENSMUSG00000045421.3","MGI:3031224","Or2y17","11",1,49226015,49233074,"olfactory receptor family 2 subfamily Y member 17 [Source:MGI Symbol;Acc:MGI:3031224]","protein_coding"
"33375","ENSMUSG00000107573.3","MGI:3031223","Or2y1d","11",1,49313894,49323795,"olfactory receptor family 2 subfamily Y member 1D [Source:MGI Symbol;Acc:MGI:3031223]","protein_coding"
"33376","ENSMUSG00000047702.3","MGI:3031222","Or2y16","11",1,49327451,49336930,"olfactory receptor family 2 subfamily Y member 16 [Source:MGI Symbol;Acc:MGI:3031222]","protein_coding"
"33377","ENSMUSG00000063386.3","MGI:3031221","Or2y15","11",1,49346170,49354828,"olfactory receptor family 2 subfamily Y member 15 [Source:MGI Symbol;Acc:MGI:3031221]","protein_coding"
"33378","ENSMUSG00000108167.3","MGI:3031220","Or2y1c","11",1,49355873,49362542,"olfactory receptor family 2 subfamily Y member 1C [Source:MGI Symbol;Acc:MGI:3031220]","protein_coding"
"33379","ENSMUSG00000059729.3","MGI:3031219","Or2y1","11",1,49379897,49388323,"olfactory receptor family 2 subfamily Y member 1 [Source:MGI Symbol;Acc:MGI:3031219]","protein_coding"
"33380","ENSMUSG00000044170.6","MGI:3031218","Or2y14","11",1,49397551,49408172,"olfactory receptor family 2 subfamily Y member 14 [Source:MGI Symbol;Acc:MGI:3031218]","protein_coding"
"33381","ENSMUSG00000107417.3","MGI:3031217","Or2y13","11",1,49410475,49418026,"olfactory receptor family 2 subfamily Y member 14 [Source:MGI Symbol;Acc:MGI:3031217]","protein_coding"
"33382","ENSMUSG00000063827.3","MGI:3031216","Or2y12","11",1,49419074,49429518,"olfactory receptor family 2 subfamily Y member 12 [Source:MGI Symbol;Acc:MGI:3031216]","protein_coding"
"33383","ENSMUSG00000095187.3","MGI:3031215","Or2y11","11",1,49434276,49446954,"olfactory receptor family 2 subfamily Y member 11 [Source:MGI Symbol;Acc:MGI:3031215]","protein_coding"
"33384","ENSMUSG00000107645.3","MGI:3031214","Or2y10","11",1,49447705,49456686,"olfactory receptor family 2 subfamily Y member 10 [Source:MGI Symbol;Acc:MGI:3031214]","protein_coding"
"33386","ENSMUSG00000020357.4","MGI:95561","Flt4","11",1,49500090,49543566,"FMS-like tyrosine kinase 4 [Source:MGI Symbol;Acc:MGI:95561]","protein_coding"
"33389","ENSMUSG00000045671.19","MGI:2150019","Spred2","11",1,19874375,19974026,"sprouty-related EVH1 domain containing 2 [Source:MGI Symbol;Acc:MGI:2150019]","protein_coding"
"33390","ENSMUSG00000034354.19","MGI:1921552","Mtmr3","11",-1,4430867,4544863,"myotubularin related protein 3 [Source:MGI Symbol;Acc:MGI:1921552]","protein_coding"
"33392","ENSMUSG00000046634.14","MGI:2156538","Pkd1l1","11",-1,8776708,8938709,"polycystic kidney disease 1 like 1 [Source:MGI Symbol;Acc:MGI:2156538]","protein_coding"
"33394","ENSMUSG00000020413.12","MGI:1277962","Hus1","11",-1,8943137,8961191,"HUS1 checkpoint clamp component [Source:MGI Symbol;Acc:MGI:1277962]","protein_coding"
